review_text,cleaned_text,rating,date,period,overall_sentiment,price_sentiment,quality_sentiment,features_sentiment,delivery_sentiment,service_sentiment
"Not enough free programs. Even with a subscription to Netflix, etc. you still have to pay for most movies, shows.","not enough free programs. even with a subscription to netflix, etc. you still have to pay for most movies, shows.",3.0,2022-11-26,post-inflation,-0.477,,,,,
"I was hoping for a 'google' experience, but it isn't there yet. There is a lot of questions that it can't answer. I hope, and expect it to get better. The music player is a nice feature that I use frequently.","i was hoping for a google experience, but it isnt there yet. there is a lot of questions that it cant answer. i hope, and expect it to get better. the music player is a nice feature that i use frequently.",2.0,2022-11-12,post-inflation,0.7462,,,,,
I am unable to connect with iPad Pro which limits one of the primary reasons for the purchase. I will appreciated recommendations to connect the devices.,i am unable to connect with ipad pro which limits one of the primary reasons for the purchase. i will appreciated recommendations to connect the devices.,3.0,2022-12-21,post-inflation,0.5106,,,,,
It's very tin sounding no bass sounds terrible bought a bose sound link and a amazon dot to hook up to it,its very tin sounding no bass sounds terrible bought a bose sound link and a amazon dot to hook up to it,1.0,2022-07-31,post-inflation,-0.5945,,,,,
This is useless. I have tried to calibrate it to my smart home. Pointless.,this is useless. i have tried to calibrate it to my smart home. pointless.,1.0,2022-12-03,post-inflation,-0.0258,,,,,
The Kindle works as it should and was inexpensive but has a short battery life,the kindle works as it should and was inexpensive but has a short battery life,3.0,2022-10-04,post-inflation,0.0,0.0,,0.0,,
Hard time getting the free apps to load and the voice app to turn off when my seven year old accedently turned it on.,hard time getting the free apps to load and the voice app to turn off when my seven year old accedently turned it on.,2.0,2022-07-21,post-inflation,0.4404,,,,,
It is great for a bigger picture but runs really slow.,it is great for a bigger picture but runs really slow.,3.0,2022-08-07,post-inflation,0.3716,,,,,
Doesn't understand anything I ask and not very good at answering questions.I am extremely disappointed.,doesnt understand anything i ask and not very good at answering questions.i am extremely disappointed.,2.0,2022-11-07,post-inflation,-0.7198,,,,,
For $50 i wasnt expecting high end screen resolution.,for 50 i wasnt expecting high end screen resolution.,3.0,2022-07-18,post-inflation,0.0,,,0.0,,
Well primarily I was going. To for a Samsung galaxy but for the price I went with this kindle for my daughter to use I do like the parental control features I just wish Amazon was a full android device instead of limitations to app markets I can't even get Google play. Unless you jail break it. Well for what it does it works fine just not the top of the list.,well primarily i was going. to for a samsung galaxy but for the price i went with this kindle for my daughter to use i do like the parental control features i just wish amazon was a full android device instead of limitations to app markets i cant even get google play. unless you jail break it. well for what it does it works fine just not the top of the list.,3.0,2022-11-03,post-inflation,0.9378,0.899,,0.6095,,
Q: What's the difference between a 19.99 Amazon 5W USB Official OEM Charger and Power Supply and a 5.95 5V 1A (1000mA) USB port power supply - UL ListedA: 14.04 Calling it a 5W charger rather than a 5V 1A charger is a distinction without a difference.,q whats the difference between a 19.99 amazon 5w usb official oem charger and power supply and a 5.95 5v 1a 1000ma usb port power supply ul listeda 14.04 calling it a 5w charger rather than a 5v 1a charger is a distinction without a difference.,2.0,2022-11-18,post-inflation,0.1779,,,,,
"There is not enough battery life to read comfortably. 7 hours, maybe.","there is not enough battery life to read comfortably. 7 hours, maybe.",2.0,2022-09-22,post-inflation,0.4215,,,0.4215,,
"This tablet is easy to use but if you need to use play store, so I don't recommended because it doesn't have","this tablet is easy to use but if you need to use play store, so i dont recommended because it doesnt have",2.0,2022-08-24,post-inflation,0.415,,,,,
"So, its ok. I mean, it's not as fast or as seamless as the Apple TV, but it's cheaper. This is my 2nd one. The first one bricked after 15 months of steady use, so because the warranty was expired I bought a new one. I got it home and the remote stopped working for it on the 2nd day. I had just spent a week going back and forth with Amazon trying to troubleshoot my bricked firebox so I wasn't about to delve back into the quagmire that is Amazon customer service. I ended up just downloading the remote app for it instead. If you're a prime member it's a good choice, but if your not just get an Apple TV or roku.","so, its ok. i mean, its not as fast or as seamless as the apple tv, but its cheaper. this is my 2nd one. the first one bricked after 15 months of steady use, so because the warranty was expired i bought a new one. i got it home and the remote stopped working for it on the 2nd day. i had just spent a week going back and forth with amazon trying to troubleshoot my bricked firebox so i wasnt about to delve back into the quagmire that is amazon customer service. i ended up just downloading the remote app for it instead. if youre a prime member its a good choice, but if your not just get an apple tv or roku.",3.0,2022-08-15,post-inflation,0.7783,0.0,,,,0.24695
Like this but doesn't always get the commands correct. Doesn't answer questions the way the Google version does.,like this but doesnt always get the commands correct. doesnt answer questions the way the google version does.,3.0,2022-10-27,post-inflation,0.1901,,,,,
ok product serves the purpose nothing more than that,ok product serves the purpose nothing more than that,3.0,2022-08-20,post-inflation,0.296,,,,,
"We had two AppleTVs - one in the master bedroom and one in the living room. We could not watch both simultaneously because the signal permeated the shared wall and changed the channel of the other TV. We got the AmazonTV to remedy this. While it did rectify this problem, we find we prefer the ease and simplicity of the AppleTV over the AmazonTV. The Amazon is cumbersome and difficult to navigate.","we had two appletvs one in the master bedroom and one in the living room. we could not watch both simultaneously because the signal permeated the shared wall and changed the channel of the other tv. we got the amazontv to remedy this. while it did rectify this problem, we find we prefer the ease and simplicity of the appletv over the amazontv. the amazon is cumbersome and difficult to navigate.",2.0,2022-07-06,post-inflation,-0.0065,,,,,
"The earlier models were so simple to use. No nonsense listing of books in it's library, by author or title. Now there are big pictures with tiny lettering and lots of ads.","the earlier models were so simple to use. no nonsense listing of books in its library, by author or title. now there are big pictures with tiny lettering and lots of ads.",2.0,2022-10-02,post-inflation,0.3089,,,,,
I thought I'd love this but felt like it had very little purpose. Did like it at all.,i thought id love this but felt like it had very little purpose. did like it at all.,2.0,2022-09-09,post-inflation,0.8273,,,,,
"Very hard to set up child profile without paying for a subscription to freetime. Once I got it finally set up though, runs smoothly, but battery doesn't seem to last very long.","very hard to set up child profile without paying for a subscription to freetime. once i got it finally set up though, runs smoothly, but battery doesnt seem to last very long.",3.0,2022-08-21,post-inflation,-0.0891,,,0.0,,
I don't recommended if you are using Apple products,i dont recommended if you are using apple products,2.0,2022-12-30,post-inflation,-0.1511,,,,,
I bought this tablet for my son and I don't like it. The touch screen is very poor quality. It's hard to move things around on it when he is playing a game. He prefers my iPad than to use his own. I know the iPad quality is probably the best quality but it's way under that! Very frustrating. Will be returning it.,i bought this tablet for my son and i dont like it. the touch screen is very poor quality. its hard to move things around on it when he is playing a game. he prefers my ipad than to use his own. i know the ipad quality is probably the best quality but its way under that! very frustrating. will be returning it.,2.0,2022-07-31,post-inflation,-0.6739,,-0.04334999999999997,-0.5256,,0.0
"It takes a lot of time and subscribing to get the channels I want, so I will write another review next year when I got them all..hopefully !!","it takes a lot of time and subscribing to get the channels i want, so i will write another review next year when i got them all..hopefully !!",2.0,2022-08-30,post-inflation,0.2225,,,,,
This tablet is showing it's age. I bought one for my 10 year old back when he was 7 and it was cool then. Picked up two on sale for my 4 and 5 year old so they can leave my phone alone and they like it. However it's slow when downloading apps and I constantly have to plug in my pin. Battery life isn't that great either especially when they stream movies so i still have to give up my phone . Overall still a decent product hood picture and they like it.,this tablet is showing its age. i bought one for my 10 year old back when he was 7 and it was cool then. picked up two on sale for my 4 and 5 year old so they can leave my phone alone and they like it. however its slow when downloading apps and i constantly have to plug in my pin. battery life isnt that great either especially when they stream movies so i still have to give up my phone . overall still a decent product hood picture and they like it.,3.0,2022-11-22,post-inflation,0.1387,,,-0.5096,,
Tablet was ok when it worked. Seemed to always have to reset our Wi-Fi at home for this one item. Everything else worked fine.,tablet was ok when it worked. seemed to always have to reset our wifi at home for this one item. everything else worked fine.,1.0,2022-07-31,post-inflation,0.4588,,,,,
"I had to buy it, what else is there to say.","i had to buy it, what else is there to say.",1.0,2022-08-26,post-inflation,0.0,,,,,
"We started out great. We had a great thing going. I loved her, she was easy on the eyes, and looked great in any light. Then 7 months into it, I could no longer turn her on. I tried the reboot with no luck. She is still under warranty but that doesn't matter because Best Buy's return policy stinks. If I do try to replace her, I will not buy it here.","we started out great. we had a great thing going. i loved her, she was easy on the eyes, and looked great in any light. then 7 months into it, i could no longer turn her on. i tried the reboot with no luck. she is still under warranty but that doesnt matter because best buys return policy stinks. if i do try to replace her, i will not buy it here.",1.0,2022-10-30,post-inflation,0.1398,,,,,-0.7999
"Not as easy as it sounded like it was going to be. So many things to buy to get full use out of what we knew we COULD do. Every question we seem to ask Alexa/she says she doesn't know the answer and that we'd have to ""download the app"" - so we never use her/only to ask her to set a timer and tell us the time and ask her to play music, which we also had to set up first. Not as neat as we thought she was going to be.","not as easy as it sounded like it was going to be. so many things to buy to get full use out of what we knew we could do. every question we seem to ask alexashe says she doesnt know the answer and that wed have to download the app so we never use heronly to ask her to set a timer and tell us the time and ask her to play music, which we also had to set up first. not as neat as we thought she was going to be.",1.0,2022-07-28,post-inflation,0.0036,,,,,
"Nothing special. It is a pretty good speaker for the money, but it's not that useful for much else. My Apple TV does more for home automation and entertainment.","nothing special. it is a pretty good speaker for the money, but its not that useful for much else. my apple tv does more for home automation and entertainment.",3.0,2022-10-06,post-inflation,0.461,-0.0152,,,,
my gesr fit heart monitor was not compatible with android level,my gesr fit heart monitor was not compatible with android level,2.0,2022-07-09,post-inflation,0.7717,,,,,
"When i opened this tablet there was a white line in the bottom corner of the screen. Everything worked fine but that line was bothering me. I returned it to the store and got a replacement but it had another white line. Other than that it was a good tablet, it is very affordable","when i opened this tablet there was a white line in the bottom corner of the screen. everything worked fine but that line was bothering me. i returned it to the store and got a replacement but it had another white line. other than that it was a good tablet, it is very affordable",2.0,2022-08-01,post-inflation,0.2144,0.4404,,0.0,,0.0
good ereader not great for surfing web good for children and reading,good ereader not great for surfing web good for children and reading,3.0,2022-09-20,post-inflation,0.3624,,,,,
I don't care for having to close each window separately I would prefer to be able to select close all or exit all,i dont care for having to close each window separately i would prefer to be able to select close all or exit all,3.0,2022-11-22,post-inflation,-0.3875,,,,,
"Bought this as a present for my boyfriend, and we both were very disappointed. I read lots of reviews and thought it would be an awesome gift to give. Alexa is a Siri downgrade. Don't waste your money on this.","bought this as a present for my boyfriend, and we both were very disappointed. i read lots of reviews and thought it would be an awesome gift to give. alexa is a siri downgrade. dont waste your money on this.",1.0,2022-07-09,post-inflation,0.7131,0.3252,,,,
"We like the convenience that the echo offers but it seems to fall down on some things. For example, store hours are often not available when asked. Wondering if the Google Home wasn't the way to go.","we like the convenience that the echo offers but it seems to fall down on some things. for example, store hours are often not available when asked. wondering if the google home wasnt the way to go.",3.0,2022-09-30,post-inflation,0.1901,,,,,
"Overall it is a good tablet, but I am not a fan of the limitations of the silk browser and Amazon app store.","overall it is a good tablet, but i am not a fan of the limitations of the silk browser and amazon app store.",3.0,2022-07-14,post-inflation,0.1424,,,,,
give this tablet to my son and was very happy with it!,give this tablet to my son and was very happy with it!,3.0,2022-08-26,post-inflation,0.6468,,,,,
The Kindle is better than the older version in the fact that I have used it a lot with game apps for the kids and it was bogged down with memory being used up but I held out on purchasing a new one the scores and in app purchases won't transfer to the new one so I got the new one and it works fast updates apps camera is not so good but all and all 3 stars,the kindle is better than the older version in the fact that i have used it a lot with game apps for the kids and it was bogged down with memory being used up but i held out on purchasing a new one the scores and in app purchases wont transfer to the new one so i got the new one and it works fast updates apps camera is not so good but all and all 3 stars,3.0,2022-10-16,post-inflation,-0.4754,,,-0.4754,,
if you just want something basic cheap and cannot afford something better then it would be fine. But I needed it to do certain things that the other one was to small to handle.,if you just want something basic cheap and cannot afford something better then it would be fine. but i needed it to do certain things that the other one was to small to handle.,1.0,2022-11-06,post-inflation,0.3605,-0.0788,,,,
"Don't know I bought as gift for my nephew, we will see.","dont know i bought as gift for my nephew, we will see.",2.0,2022-11-27,post-inflation,0.4404,,,,,
"Bought for very young grandkids. You get what you pay for. A little slow. Good for watching things like Netflix and playing games and JWBroadcasting. Navigation okay. Not great. Kids are usually hard on anything, so if it gets broken, ok. But no problems so far and the kids like it. Would never buy for myself, or anyone over 10.","bought for very young grandkids. you get what you pay for. a little slow. good for watching things like netflix and playing games and jwbroadcasting. navigation okay. not great. kids are usually hard on anything, so if it gets broken, ok. but no problems so far and the kids like it. would never buy for myself, or anyone over 10.",3.0,2022-09-14,post-inflation,0.7141,,,,,
I was not satisfied with my purchase but for the price I guess it's ok,i was not satisfied with my purchase but for the price i guess its ok,1.0,2022-09-21,post-inflation,0.281,0.281,,,,
Alexa did not powerful as Siri of Apple. It can not play YouTube. It is very limit to play music. It is required to open some accounts to play music.,alexa did not powerful as siri of apple. it can not play youtube. it is very limit to play music. it is required to open some accounts to play music.,3.0,2022-09-02,post-inflation,0.1768,,,,,
Based on the price it is easy to see that this tablet is not something that will knock your socks off but is good for children that like to read books.,based on the price it is easy to see that this tablet is not something that will knock your socks off but is good for children that like to read books.,3.0,2022-12-17,post-inflation,0.8422,0.8422,,,,
After buying this tablet for my grandchildren I was going through the initial setup procedure.That's where I was surprised to learn that after using this tablet for a year I would be charged fees to continue with the selected programs I used for a year.Time to take it back to the store. No hidden fees.,after buying this tablet for my grandchildren i was going through the initial setup procedure.thats where i was surprised to learn that after using this tablet for a year i would be charged fees to continue with the selected programs i used for a year.time to take it back to the store. no hidden fees.,1.0,2022-12-28,post-inflation,-0.2732,,,,,
I was quite disappointed when I began working through the menus and discovered that my 2 year old Roku 3 was far more intuitive. Roku also allows searches of all of your subscribed services. If I am already paying a subscription fee to Netflix or HBO NOW and I can watch a tv show or movie without additional cost why should I pay Amazon to watch it? I am a fan of Amazon services and a Prime member but I also don't want to throw my money away. Roku is still the best.,i was quite disappointed when i began working through the menus and discovered that my 2 year old roku 3 was far more intuitive. roku also allows searches of all of your subscribed services. if i am already paying a subscription fee to netflix or hbo now and i can watch a tv show or movie without additional cost why should i pay amazon to watch it? i am a fan of amazon services and a prime member but i also dont want to throw my money away. roku is still the best.,2.0,2022-12-11,post-inflation,0.7522,0.12345,,,,0.08485
"I ordered this online on black Friday, I live about 30 miles from nearest store and I saw the special on their website, so why not I thought. Came in yesterday. Maybe it's just because I'm not familiar with this product; I'm used to Android tablets that have you set up with your Google account. This one you set up with your Amazon account. OK, no big deal I thought, at first. Then I found it very difficult to install the free 6 month Webroot it came with. I went to Google Play as instructed, it says installed, but there is no Open button to click to continue the process, as instructed. When I contacted Amazon customer support, I was told I can't use Google Play on it and to use the app store instead. I was given a link for Webroot installation but it didn't help. I downloaded Google Chrome but can't find it on the device. No youtube, facebook, gmail apps; won't install. Again, maybe I'm just not used to the product but if I can't use Google apps on it, I won't like this. It's actually for my son and even though teens are often smarter than we adults when it comes to gadgets, LOL, I don't think he will like this either. So I'm returning this; hopefully can find an Android tablet I like (and affordable) at Best Buy.","i ordered this online on black friday, i live about 30 miles from nearest store and i saw the special on their website, so why not i thought. came in yesterday. maybe its just because im not familiar with this product im used to android tablets that have you set up with your google account. this one you set up with your amazon account. ok, no big deal i thought, at first. then i found it very difficult to install the free 6 month webroot it came with. i went to google play as instructed, it says installed, but there is no open button to click to continue the process, as instructed. when i contacted amazon customer support, i was told i cant use google play on it and to use the app store instead. i was given a link for webroot installation but it didnt help. i downloaded google chrome but cant find it on the device. no youtube, facebook, gmail apps wont install. again, maybe im just not used to the product but if i cant use google apps on it, i wont like this. its actually for my son and even though teens are often smarter than we adults when it comes to gadgets, lol, i dont think he will like this either. so im returning this hopefully can find an android tablet i like and affordable at best buy.",3.0,2022-10-18,post-inflation,0.9635,0.8697,,,,0.60095
"I returned and got the 8"" since this turned this product and would not turn on. I got another since it was a gift.",i returned and got the 8 since this turned this product and would not turn on. i got another since it was a gift.,1.0,2022-07-23,post-inflation,0.4404,,,,,0.0
replacement for broken screen tablet on grandson's tablet...he's happy,replacement for broken screen tablet on grandsons tablet...hes happy,3.0,2022-11-20,post-inflation,0.1531,,,0.1531,,0.1531
"Can't really give a full review since the Kindle Fire seemed to work properly, however, the security, Webroot Anywhere, that was included was impossible to install. I tried calling Geek Squad 4 times for support and was disconnected EVERY time. I finally went to store for instructions which they printed off but still would not download. I've ended up buying an iPad which is fantastic and would not buy again from BestBuy.","cant really give a full review since the kindle fire seemed to work properly, however, the security, webroot anywhere, that was included was impossible to install. i tried calling geek squad 4 times for support and was disconnected every time. i finally went to store for instructions which they printed off but still would not download. ive ended up buying an ipad which is fantastic and would not buy again from bestbuy.",2.0,2022-09-01,post-inflation,0.7469,,,,,0.2263
Not able to play youtube that's what my daughter likes.,not able to play youtube thats what my daughter likes.,1.0,2022-10-24,post-inflation,0.1935,,,,,
it has a good picture low price. used for vacation condo.,it has a good picture low price. used for vacation condo.,3.0,2022-12-29,post-inflation,0.2023,0.2023,,,,
"Not user friendly. Sluggish, confusing, and extremely frustrating. Returned the item.","not user friendly. sluggish, confusing, and extremely frustrating. returned the item.",1.0,2022-07-28,post-inflation,-0.6665,,,,,0.0
"Bestbuy came through before the holiday better than Amazon--item available, arrived within 2 days, competitively priced. Great service there. My problem is with disappointing performance by Echo. Siri wins over Alexa. Issues encountered:1) a skill will be installed, but Alexa will tell me first, I need to install the skill and second, that the skill is already installed. User is stuck in a do-loop with no response.2) access to quick 1-sentence read from Wikipedia is appreciated, but if you ask 'tell me more,' Alexa's voice is so rushed and computerized, some of the information is unintelligible.3) tons of skills, but so many of them are at a micro level and others are 1-time gimmicks. If you are not careful, you then need a skill to help you with all the skills you've installed.4) responses on some of the more interesting skills are just plain wrong. Vocabulary on word master is limited, so you will told your response is not a word that begins with ""X"" and we have had instances where our correct response on Jeopardy is reported as not correct. In one skill about a magic door (?) a clue is described, but when selected, you are sent backward a step with the same clue offered again. Frustrating and makes you feel you are doing something wrong or not speaking clearly. Children can get frustrated quickly.5) access to music is quirky. Some pieces by classical composers will play only a few minutes of a selection, abruptly stop and begin a new piece. But some singers and ambient pieces will play for hours.Positives: flash briefing, weather, word definitions, Pandora access timer.","bestbuy came through before the holiday better than amazonitem available, arrived within 2 days, competitively priced. great service there. my problem is with disappointing performance by echo. siri wins over alexa. issues encountered1 a skill will be installed, but alexa will tell me first, i need to install the skill and second, that the skill is already installed. user is stuck in a doloop with no response.2 access to quick 1sentence read from wikipedia is appreciated, but if you ask tell me more, alexas voice is so rushed and computerized, some of the information is unintelligible.3 tons of skills, but so many of them are at a micro level and others are 1time gimmicks. if you are not careful, you then need a skill to help you with all the skills youve installed.4 responses on some of the more interesting skills are just plain wrong. vocabulary on word master is limited, so you will told your response is not a word that begins with x and we have had instances where our correct response on jeopardy is reported as not correct. in one skill about a magic door ? a clue is described, but when selected, you are sent backward a step with the same clue offered again. frustrating and makes you feel you are doing something wrong or not speaking clearly. children can get frustrated quickly.5 access to music is quirky. some pieces by classical composers will play only a few minutes of a selection, abruptly stop and begin a new piece. but some singers and ambient pieces will play for hours.positives flash briefing, weather, word definitions, pandora access timer.",1.0,2022-12-25,post-inflation,-0.918,0.6808,,-0.7096,0.6808,0.6249
I am not too happy with the Kindle. It's ok but it seems to run slow and sometimes the sd card isn't reading. Would not purchase another,i am not too happy with the kindle. its ok but it seems to run slow and sometimes the sd card isnt reading. would not purchase another,3.0,2022-09-24,post-inflation,-0.1025,,,,,
Bought this for my daughter and she didn't care for it when it came to the apps. Works great for reading.,bought this for my daughter and she didnt care for it when it came to the apps. works great for reading.,2.0,2022-12-09,post-inflation,0.3553,,,0.6249,,
Thought the Echo was portable. Have to keep it plugged it to operate or buy an external battery.Returned and bought the smaller TAP which has a builtin battery.,thought the echo was portable. have to keep it plugged it to operate or buy an external battery.returned and bought the smaller tap which has a builtin battery.,3.0,2022-09-27,post-inflation,0.0,,,0.0,,0.0
Fire TV was just about equal to the nexus player. and it it more expensive,fire tv was just about equal to the nexus player. and it it more expensive,3.0,2022-09-14,post-inflation,-0.34,0.0,,,,
The fire tv does not display in 4k.. it processes in 4k but cant display 4k.. This is because of the dumb design.. It still has a 1.14 HDMI port.. you need at least a 2.0 dvd port to receive a 4k signal.. You wont be able to tell until you hit your tv display resolution.. there you will see it still displaying in 1080p.,the fire tv does not display in 4k.. it processes in 4k but cant display 4k.. this is because of the dumb design.. it still has a 1.14 hdmi port.. you need at least a 2.0 dvd port to receive a 4k signal.. you wont be able to tell until you hit your tv display resolution.. there you will see it still displaying in 1080p.,2.0,2022-12-27,post-inflation,-0.7311,,,,,
"Not the best case Amazon has ever put out! I have a number of other Amazon brand Kindle and Kindle Fire cases for my various Kindle devices and this is the least effective of the bunch. It doesn't stand in any position, so I can't use my 6 hands free. It also doesn't line up properly when closed, so the Fire seems to come out of sleep mode, thus draining the battery more quickly. And finally, I have discovered that I do prefer the leather covers over whatever material this is made from. I understand that the cost of a leather case would probably be half the cost of the Kindle Fire HD 6...not that this case was any bargain at 30!!","not the best case amazon has ever put out! i have a number of other amazon brand kindle and kindle fire cases for my various kindle devices and this is the least effective of the bunch. it doesnt stand in any position, so i cant use my 6 hands free. it also doesnt line up properly when closed, so the fire seems to come out of sleep mode, thus draining the battery more quickly. and finally, i have discovered that i do prefer the leather covers over whatever material this is made from. i understand that the cost of a leather case would probably be half the cost of the kindle fire hd 6...not that this case was any bargain at 30!!",2.0,2022-10-19,post-inflation,-0.7562,-0.2244,,-0.3976,,
Too many advertisements to get through. A little tough to adjust to coming from the apple world.,too many advertisements to get through. a little tough to adjust to coming from the apple world.,3.0,2022-12-21,post-inflation,-0.0534,,,,,
"Absolute junk, don't waste your money. Bought for wife for a Christmas gift. Would not connect to Wi-Fi at my house. Useless!","absolute junk, dont waste your money. bought for wife for a christmas gift. would not connect to wifi at my house. useless!",1.0,2022-12-01,post-inflation,0.4067,0.3252,,,,
Was3nt used to an Amazon was used to android.this product is good just wasent used to it,was3nt used to an amazon was used to android.this product is good just wasent used to it,2.0,2022-07-11,post-inflation,0.5574,,,,,
Honestly I see no difference in this and the iPhone.,honestly i see no difference in this and the iphone.,2.0,2022-10-07,post-inflation,0.2023,,,,,
Easy to use and lots of handy features. Downside is the ads that apparently can't be shut off and you can't upload and and play downloaded YouTube videos unless you are online.,easy to use and lots of handy features. downside is the ads that apparently cant be shut off and you cant upload and and play downloaded youtube videos unless you are online.,3.0,2022-11-29,post-inflation,0.5106,,,0.4404,,
Tablet was working perfectly. Now the charging port isn't working. Can't charge the tablet. Will be sending back.,tablet was working perfectly. now the charging port isnt working. cant charge the tablet. will be sending back.,1.0,2022-12-29,post-inflation,0.6369,,,,,
Apps and streaming run great. Searching and growing movie and show selection could use some tweets.,apps and streaming run great. searching and growing movie and show selection could use some tweets.,3.0,2022-07-16,post-inflation,0.7003,,,,,
"Worked wonderful and fast the first couple of weeks and then just stopped working. I understand that sometimes things are just a defective piece so I logged into Amazon and attempted to exchange it,, but found out the window for exchanging it had closed. I would have attempted to return it sooner but I was out of state for several weeks visiting and helping my daughter who had just given birth to triplets, and so I'd decided I would just wait till I returned home to do it. By the time I got around to it, it was too late. So I totally wasted my money. If Amazon corrects this matter and send me a replacement, I will update my review.","worked wonderful and fast the first couple of weeks and then just stopped working. i understand that sometimes things are just a defective piece so i logged into amazon and attempted to exchange it,, but found out the window for exchanging it had closed. i would have attempted to return it sooner but i was out of state for several weeks visiting and helping my daughter who had just given birth to triplets, and so id decided i would just wait till i returned home to do it. by the time i got around to it, it was too late. so i totally wasted my money. if amazon corrects this matter and send me a replacement, i will update my review.",2.0,2022-07-28,post-inflation,-0.2108,-0.5799,,,,0.3119
"Good performance for most apps. However, I primarily purchased it to watch PS Vue, and although the PS Vue app is better than on Roku, it suffers from more lag and glitches than watching PS Vue via PS4 or PS3.","good performance for most apps. however, i primarily purchased it to watch ps vue, and although the ps vue app is better than on roku, it suffers from more lag and glitches than watching ps vue via ps4 or ps3.",3.0,2022-10-03,post-inflation,0.0018,,,0.4404,,
"The item was on sale over the Christmas period at a great price. Took it home and when I charged it up, the back of the tablet became very hot to the touch and the battery life reduced dramatically. Left it alone, tried it again, this time no issues. Four days later, it did the same thing when I was charging it up again. Sent it back for a refund.","the item was on sale over the christmas period at a great price. took it home and when i charged it up, the back of the tablet became very hot to the touch and the battery life reduced dramatically. left it alone, tried it again, this time no issues. four days later, it did the same thing when i was charging it up again. sent it back for a refund.",1.0,2022-11-20,post-inflation,0.0258,0.6249,,-0.2023,,
"I bought this tablet for my mother 12/7/15 as a Christmas gift, which I gave to her on the day 12/25. Just this week 1/8 she called to tell me that the tablet was not working right. I went to see her and check it out. Sure enough it wasn't functioning properly. I'm hoping that when I take it in, it will be replaced without a problem. I know sometimes items are just defective. That's why I would recommend this item. I've had my Kindle Fire for 3 years now with never a problem.","i bought this tablet for my mother 12715 as a christmas gift, which i gave to her on the day 1225. just this week 18 she called to tell me that the tablet was not working right. i went to see her and check it out. sure enough it wasnt functioning properly. im hoping that when i take it in, it will be replaced without a problem. i know sometimes items are just defective. thats why i would recommend this item. ive had my kindle fire for 3 years now with never a problem.",1.0,2022-10-31,post-inflation,0.8279,,,,,
Could not download apps I needed to control my tvs,could not download apps i needed to control my tvs,3.0,2022-08-12,post-inflation,0.0,,,,,
Having to press to talk steals the real thunder of what the amazon echo can do.,having to press to talk steals the real thunder of what the amazon echo can do.,3.0,2022-08-25,post-inflation,-0.3818,,,,,
"Bought this for my grandson for Christmas. It's a decent tablet for the price I paid. i find it much different than Samsung tabs or Apple iPad. so if you're used to these, amazon might not be a good pick for you. My grandson is disappointed we can't get YouTubekids on it. I've caught myself saying I should have paid a little more and gotten a Samsung. All in all, decent Tablet for a kid.","bought this for my grandson for christmas. its a decent tablet for the price i paid. i find it much different than samsung tabs or apple ipad. so if youre used to these, amazon might not be a good pick for you. my grandson is disappointed we cant get youtubekids on it. ive caught myself saying i should have paid a little more and gotten a samsung. all in all, decent tablet for a kid.",3.0,2022-10-10,post-inflation,-0.5867,0.0,,,,
"It's nice to have parental controls, but app grouping and bugs with apps hurts the experience. Parents will still need to look over child's shoulder to ensure games/apps are appropriate. Battery life is absolutely terrible.","its nice to have parental controls, but app grouping and bugs with apps hurts the experience. parents will still need to look over childs shoulder to ensure gamesapps are appropriate. battery life is absolutely terrible.",3.0,2022-11-01,post-inflation,-0.664,,,-0.5256,,
Wish it was easier to understand set up so children don't accidently charge to my account.,wish it was easier to understand set up so children dont accidently charge to my account.,3.0,2022-09-20,post-inflation,0.6705,,,,,
I bought this charger Nov 28 2015. It's now Jan 1 2016 (a little over a month later) and the device doesn't charge my kindle any longer. I have the kindle shutdown and allow it to be plugged in for multiple hours. After I take the charger off and start to use my Kindle within 30 minutes I see the Low Battery message. If I use the charger that came with my Kindle for the same amount of time I don't see the Low Battery message as quickly as I did with this charger. Not sure what's going on but makes me think I have a faulty device -- costs a lot of money for something that doesn't work any longer than 1 month,i bought this charger nov 28 2015. its now jan 1 2016 a little over a month later and the device doesnt charge my kindle any longer. i have the kindle shutdown and allow it to be plugged in for multiple hours. after i take the charger off and start to use my kindle within 30 minutes i see the low battery message. if i use the charger that came with my kindle for the same amount of time i dont see the low battery message as quickly as i did with this charger. not sure whats going on but makes me think i have a faulty device costs a lot of money for something that doesnt work any longer than 1 month,1.0,2022-10-18,post-inflation,-0.4809,-0.5316,,-0.03375,,
"Onsale is 39.99 is cheap , good for new stars tablet","onsale is 39.99 is cheap , good for new stars tablet",1.0,2022-07-09,post-inflation,0.4404,0.4404,,,,
"This Kindle is so overloaded with apps that I will never use. Despite what one of Best Buys' associates said, you cannot remove any of the Amazon apps. The apps take up too much of the memory. I have an I Pad and love but bought this as a backup for work. Unfortunately, it bogs down. I also don't like that Amazon wants access to too much info to set up email, so I won't use this for emails either. I will likely sell it on Craig's List for less than half of what I paid for it.","this kindle is so overloaded with apps that i will never use. despite what one of best buys associates said, you cannot remove any of the amazon apps. the apps take up too much of the memory. i have an i pad and love but bought this as a backup for work. unfortunately, it bogs down. i also dont like that amazon wants access to too much info to set up email, so i wont use this for emails either. i will likely sell it on craigs list for less than half of what i paid for it.",1.0,2022-07-07,post-inflation,-0.2481,,,0.0,,
